"#";"Iniciar";"Localização";"Descrição"
"181";"25/08/2023 14:58";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"182";"25/08/2023 14:58";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"183";"25/08/2023 15:22";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"Estado Activo"
"184";"25/08/2023 15:22";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"Ligado"
"185";"25/08/2023 15:22";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"Chave Ligada"
"186";"25/08/2023 15:22";"=HYPERLINK(""http://maps.google.com/?q=-26,600418,-51,0981811"",""Calmon (Calmon)"")";"Arranque do Motor"
"187";"25/08/2023 15:23";"=HYPERLINK(""http://maps.google.com/?q=-26,6001675,-51,0981073"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"188";"25/08/2023 15:24";"=HYPERLINK(""http://maps.google.com/?q=-26,6002685,-51,0980609"",""Calmon (Calmon)"")";"Paragem do Motor"
"189";"25/08/2023 15:24";"=HYPERLINK(""http://maps.google.com/?q=-26,6002685,-51,0980609"",""Calmon (Calmon)"")";"Chave Desligada"
"190";"25/08/2023 15:26";"=HYPERLINK(""http://maps.google.com/?q=-26,6002656,-51,0980574"",""Calmon (Calmon)"")";"Chave Ligada"
"191";"25/08/2023 15:26";"=HYPERLINK(""http://maps.google.com/?q=-26,6002656,-51,0980574"",""Calmon (Calmon)"")";"Arranque do Motor"
"192";"25/08/2023 15:28";"=HYPERLINK(""http://maps.google.com/?q=-26,6003685,-51,0981194"",""Calmon (Calmon)"")";"Chave Desligada"
"193";"25/08/2023 15:28";"=HYPERLINK(""http://maps.google.com/?q=-26,6003685,-51,0981194"",""Calmon (Calmon)"")";"Paragem do Motor"
"194";"25/08/2023 15:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6003751,-51,0981221"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"195";"25/08/2023 15:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6003751,-51,0981221"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"196";"25/08/2023 15:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6003751,-51,0981221"",""Calmon (Calmon)"")";"Relatório Atempado"
"197";"26/08/2023 03:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6003751,-51,0981221"",""Calmon (Calmon)"")";"Estado Activo"
"198";"26/08/2023 03:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6003751,-51,0981221"",""Calmon (Calmon)"")";"Ligado"
"199";"26/08/2023 03:45";"=HYPERLINK(""http://maps.google.com/?q=-26,6003041,-51,0981201"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"200";"26/08/2023 03:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6003243,-51,0981426"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"201";"26/08/2023 03:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6003243,-51,0981426"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"202";"26/08/2023 15:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6003243,-51,0981426"",""Calmon (Calmon)"")";"Estado Activo"
"203";"26/08/2023 15:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6003243,-51,0981426"",""Calmon (Calmon)"")";"Ligado"
"204";"26/08/2023 15:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6004036,-51,0980649"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"205";"26/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003836,-51,0980809"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"206";"26/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003836,-51,0980809"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"207";"27/08/2023 03:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003836,-51,0980809"",""Calmon (Calmon)"")";"Estado Activo"
"208";"27/08/2023 03:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003836,-51,0980809"",""Calmon (Calmon)"")";"Ligado"
"209";"27/08/2023 03:49";"=HYPERLINK(""http://maps.google.com/?q=-26,600331,-51,0982091"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"210";"27/08/2023 03:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003423,-51,0981766"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"211";"27/08/2023 03:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003423,-51,0981766"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"212";"27/08/2023 15:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003423,-51,0981766"",""Calmon (Calmon)"")";"Estado Activo"
"213";"27/08/2023 15:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6003423,-51,0981766"",""Calmon (Calmon)"")";"Ligado"
"214";"27/08/2023 15:51";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0982309"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"215";"27/08/2023 15:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600353,-51,0982009"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"216";"27/08/2023 15:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600353,-51,0982009"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"217";"28/08/2023 03:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600353,-51,0982009"",""Calmon (Calmon)"")";"Estado Activo"
"218";"28/08/2023 03:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600353,-51,0982009"",""Calmon (Calmon)"")";"Ligado"
"219";"28/08/2023 03:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6002916,-51,0981494"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"220";"28/08/2023 03:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"GSM Metrics-pt"
"221";"28/08/2023 03:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"Prestes a Entrar em Estado de Descanso"
"222";"28/08/2023 07:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"Estado Activo"
"223";"28/08/2023 07:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"Ligado"
"224";"28/08/2023 07:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"Chave Ligada"
"225";"28/08/2023 07:06";"=HYPERLINK(""http://maps.google.com/?q=-26,6002921,-51,0981488"",""Calmon (Calmon)"")";"Arranque do Motor"
"226";"28/08/2023 07:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6002645,-51,0981553"",""Calmon (Calmon)"")";"Primeiro Acerto do GPS"
"227";"28/08/2023 07:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6065476,-51,1000328"",""Calmon (Calmon)"")";"Em andamento"
"228";"28/08/2023 07:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6065476,-51,1000328"",""Calmon (Calmon)"")";"Chave Desligada"
"229";"28/08/2023 07:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6065476,-51,1000328"",""Calmon (Calmon)"")";"Paragem do Motor"
"230";"28/08/2023 07:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6065346,-51,1000175"",""Calmon (Calmon)"")";"Chave Ligada"
"231";"28/08/2023 07:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6065346,-51,1000175"",""Calmon (Calmon)"")";"Arranque do Motor"
"232";"28/08/2023 07:31";"=HYPERLINK(""http://maps.google.com/?q=-26,606462,-51,0999124"",""Calmon (Calmon)"")";"Em andamento"
"233";"28/08/2023 07:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6066705,-51,0989749"",""Calmon (Calmon)"")";"Paragem do Motor"
"234";"28/08/2023 07:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6066705,-51,0989749"",""Calmon (Calmon)"")";"Chave Desligada"
"235";"28/08/2023 07:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6066616,-51,0989739"",""Calmon (Calmon)"")";"Chave Ligada"
"236";"28/08/2023 07:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6066583,-51,0989691"",""Calmon (Calmon)"")";"Arranque do Motor"
"237";"28/08/2023 07:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6028761,-51,1021333"",""Calmon (Calmon)"")";"Em andamento"
"238";"28/08/2023 07:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6053051,-51,1003136"",""Calmon (Calmon)"")";"Routine data transmission-pt"
"239";"28/08/2023 07:57";"=HYPERLINK(""http://maps.google.com/?q=-26,6062611,-51,0996663"",""Calmon (Calmon)"")";"Paragem do Motor"
"240";"28/08/2023 07:57";"=HYPERLINK(""http://maps.google.com/?q=-26,6062611,-51,0996663"",""Calmon (Calmon)"")";"Chave Desligada"
"241";"28/08/2023 08:09";"=HYPERLINK(""http://maps.google.com/?q=-26,6062613,-51,0996534"",""Calmon (Calmon)"")";"Chave Ligada"
"242";"28/08/2023 08:09";"=HYPERLINK(""http://maps.google.com/?q=-26,6062613,-51,0996534"",""Calmon (Calmon)"")";"Arranque do Motor"
"243";"28/08/2023 08:09";"=HYPERLINK(""http://maps.google.com/?q=-26,606186,-51,0995539"",""Calmon (Calmon)"")";"Em andamento"
"244";"28/08/2023 08:24";"=HYPERLINK(""http://maps.google.com/?q=-26,602342,-51,1012163"",""Calmon (Calmon)"")";"Em andamento"
"245";"28/08/2023 08:24";"=HYPERLINK(""http://maps.google.com/?q=-26,6020405,-51,1014448"",""Calmon (Calmon)"")";"Routine data transmission-pt"
"246";"28/08/2023 08:25";"=HYPERLINK(""http://maps.google.com/?q=-26,600247,-51,101755"",""Calmon (Calmon)"")";"Entrada de Distância"
"247";"28/08/2023 08:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5992184,-51,0968548"",""Calmon (Calmon)"")";"Chave Desligada"
"248";"28/08/2023 08:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5992184,-51,0968548"",""Calmon (Calmon)"")";"Paragem do Motor"
"249";"28/08/2023 08:29";"=HYPERLINK(""http://maps.google.com/?q=-26,5992021,-51,0968764"",""Calmon (Calmon)"")";"Parado"
"250";"28/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,5992126,-51,0968728"",""Calmon (Calmon)"")";"Chave Ligada"
"251";"28/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,5992126,-51,0968728"",""-26,5992126,-51,0968728"")";"Arranque do Motor"
"252";"28/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,5992836,-51,0971698"",""-26,5992836,-51,0971698"")";"Em andamento"
"253";"28/08/2023 08:35";"=HYPERLINK(""http://maps.google.com/?q=-26,5992704,-51,0980033"",""-26,5992704,-51,0980033"")";"Em andamento"
"254";"28/08/2023 08:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6054546,-51,0988681"",""-26,6054546,-51,0988681"")";"Parado"
"255";"28/08/2023 08:42";"=HYPERLINK(""http://maps.google.com/?q=-26,6061433,-51,0994108"",""-26,6061433,-51,0994108"")";"Em andamento"
"256";"28/08/2023 08:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6064616,-51,0969016"",""-26,6064616,-51,0969016"")";"Entrada de Distância"
"257";"28/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6068555,-51,0963796"",""-26,6068555,-51,0963796"")";"Parado"
"258";"28/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6069561,-51,0962168"",""-26,6069561,-51,0962168"")";"Paragem do Motor"
"259";"28/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6069561,-51,0962168"",""-26,6069561,-51,0962168"")";"Chave Desligada"
"260";"28/08/2023 08:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"GSM Metrics-pt"
"261";"28/08/2023 08:59";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"Prestes a Entrar em Estado de Descanso"
"262";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"Estado Activo"
"263";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"Ligado"
"264";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"Chave Ligada"
"265";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069566,-51,0962178"",""-26,6069566,-51,0962178"")";"Arranque do Motor"
"266";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069971,-51,0961796"",""-26,6069971,-51,0961796"")";"Primeiro Acerto do GPS"
"267";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6069971,-51,0961796"",""-26,6069971,-51,0961796"")";"Em andamento"
"268";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,607,-51,0961821"",""-26,607,-51,0961821"")";"Paragem do Motor"
"269";"28/08/2023 09:00";"=HYPERLINK(""http://maps.google.com/?q=-26,607,-51,0961821"",""-26,607,-51,0961821"")";"Chave Desligada"
"270";"28/08/2023 09:02";"=HYPERLINK(""http://maps.google.com/?q=-26,6070035,-51,0961898"",""-26,6070035,-51,0961898"")";"Arranque do Motor"
"271";"28/08/2023 09:02";"=HYPERLINK(""http://maps.google.com/?q=-26,6070035,-51,0961898"",""-26,6070035,-51,0961898"")";"Chave Ligada"
"272";"28/08/2023 09:02";"=HYPERLINK(""http://maps.google.com/?q=-26,607002,-51,0962068"",""-26,607002,-51,0962068"")";"Em andamento"
"273";"28/08/2023 09:02";"=HYPERLINK(""http://maps.google.com/?q=-26,60698,-51,0961963"",""-26,60698,-51,0961963"")";"Paragem do Motor"
"274";"28/08/2023 09:02";"=HYPERLINK(""http://maps.google.com/?q=-26,60698,-51,0961963"",""-26,60698,-51,0961963"")";"Chave Desligada"
"275";"28/08/2023 09:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6069851,-51,0961948"",""-26,6069851,-51,0961948"")";"Chave Ligada"
"276";"28/08/2023 09:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6069851,-51,0961948"",""-26,6069851,-51,0961948"")";"Arranque do Motor"
"277";"28/08/2023 09:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6070396,-51,0961586"",""-26,6070396,-51,0961586"")";"Em andamento"
"278";"28/08/2023 09:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6069815,-51,0961736"",""-26,6069815,-51,0961736"")";"Paragem do Motor"
"279";"28/08/2023 09:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6069815,-51,0961736"",""-26,6069815,-51,0961736"")";"Chave Desligada"
"280";"28/08/2023 09:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6069823,-51,0961739"",""-26,6069823,-51,0961739"")";"Arranque do Motor"
"281";"28/08/2023 09:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6069823,-51,0961739"",""-26,6069823,-51,0961739"")";"Chave Ligada"
"282";"28/08/2023 09:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6070283,-51,0961738"",""-26,6070283,-51,0961738"")";"Em andamento"
"283";"28/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6069963,-51,0961708"",""-26,6069963,-51,0961708"")";"Paragem do Motor"
"284";"28/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,6069963,-51,0961708"",""-26,6069963,-51,0961708"")";"Chave Desligada"
"285";"28/08/2023 09:12";"=HYPERLINK(""http://maps.google.com/?q=-26,6069823,-51,0961771"",""-26,6069823,-51,0961771"")";"Chave Ligada"
"286";"28/08/2023 09:12";"=HYPERLINK(""http://maps.google.com/?q=-26,6069823,-51,0961771"",""-26,6069823,-51,0961771"")";"Arranque do Motor"
"287";"28/08/2023 09:12";"=HYPERLINK(""http://maps.google.com/?q=-26,6070243,-51,0961709"",""-26,6070243,-51,0961709"")";"Em andamento"
"288";"28/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,6070378,-51,0961358"",""-26,6070378,-51,0961358"")";"Paragem do Motor"
"289";"28/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,6070378,-51,0961358"",""-26,6070378,-51,0961358"")";"Chave Desligada"
"290";"28/08/2023 09:28";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"GSM Metrics-pt"
"291";"28/08/2023 09:28";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Prestes a Entrar em Estado de Descanso"
"292";"28/08/2023 09:28";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Relatório Atempado"
"293";"28/08/2023 09:30";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Estado Activo"
"294";"28/08/2023 09:30";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Ligado"
"295";"28/08/2023 09:30";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Chave Ligada"
"296";"28/08/2023 09:30";"=HYPERLINK(""http://maps.google.com/?q=-26,607034,-51,0961378"",""-26,607034,-51,0961378"")";"Arranque do Motor"
"297";"28/08/2023 09:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6058938,-51,0967529"",""-26,6058938,-51,0967529"")";"Primeiro Acerto do GPS"
"298";"28/08/2023 09:32";"=HYPERLINK(""http://maps.google.com/?q=-26,6058938,-51,0967529"",""-26,6058938,-51,0967529"")";"Em andamento"
"299";"28/08/2023 09:34";"=HYPERLINK(""http://maps.google.com/?q=-26,6062583,-51,0996206"",""-26,6062583,-51,0996206"")";"Paragem do Motor"
"300";"28/08/2023 09:34";"=HYPERLINK(""http://maps.google.com/?q=-26,6062583,-51,0996206"",""-26,6062583,-51,0996206"")";"Chave Desligada"
"301";"28/08/2023 09:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6062321,-51,0996189"",""-26,6062321,-51,0996189"")";"Chave Ligada"
"302";"28/08/2023 09:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6062321,-51,0996189"",""-26,6062321,-51,0996189"")";"Arranque do Motor"
"303";"28/08/2023 09:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6062255,-51,0995051"",""-26,6062255,-51,0995051"")";"Em andamento"
"304";"28/08/2023 09:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6073696,-51,0999519"",""-26,6073696,-51,0999519"")";"Parado"
"305";"28/08/2023 09:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6026343,-51,102305"",""-26,6026343,-51,102305"")";"Routine data transmission-pt"
"306";"28/08/2023 09:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6026343,-51,102305"",""-26,6026343,-51,102305"")";"Em andamento"
"307";"28/08/2023 10:01";"=HYPERLINK(""http://maps.google.com/?q=-26,6056723,-51,0999524"",""-26,6056723,-51,0999524"")";"Em andamento"
"308";"28/08/2023 10:01";"=HYPERLINK(""http://maps.google.com/?q=-26,6058313,-51,0998334"",""-26,6058313,-51,0998334"")";"Entrada de Distância"
"309";"28/08/2023 10:01";"=HYPERLINK(""http://maps.google.com/?q=-26,6062596,-51,0996181"",""-26,6062596,-51,0996181"")";"Chave Desligada"
"310";"28/08/2023 10:01";"=HYPERLINK(""http://maps.google.com/?q=-26,6062596,-51,0996181"",""-26,6062596,-51,0996181"")";"Paragem do Motor"
"311";"28/08/2023 10:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6062596,-51,0996183"",""-26,6062596,-51,0996183"")";"Parado"
"312";"28/08/2023 10:18";"=HYPERLINK(""http://maps.google.com/?q=-26,6062636,-51,0996216"",""-26,6062636,-51,0996216"")";"GSM Metrics-pt"
"313";"28/08/2023 10:18";"=HYPERLINK(""http://maps.google.com/?q=-26,6062636,-51,0996216"",""-26,6062636,-51,0996216"")";"Prestes a Entrar em Estado de Descanso"
"314";"28/08/2023 11:35";"=HYPERLINK(""http://maps.google.com/?q=-26,6062636,-51,0996216"",""-26,6062636,-51,0996216"")";"Estado Activo"
"315";"28/08/2023 11:35";"=HYPERLINK(""http://maps.google.com/?q=-26,6062636,-51,0996216"",""-26,6062636,-51,0996216"")";"Ligado"
"316";"28/08/2023 11:36";"=HYPERLINK(""http://maps.google.com/?q=-26,606252,-51,0996288"",""-26,606252,-51,0996288"")";"Primeiro Acerto do GPS"
"317";"28/08/2023 11:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6062488,-51,0996284"",""-26,6062488,-51,0996284"")";"GSM Metrics-pt"
"318";"28/08/2023 11:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6062488,-51,0996284"",""-26,6062488,-51,0996284"")";"Prestes a Entrar em Estado de Descanso"
"319";"28/08/2023 12:58";"=HYPERLINK(""http://maps.google.com/?q=-26,6062488,-51,0996284"",""-26,6062488,-51,0996284"")";"Estado Activo"
"320";"28/08/2023 12:58";"=HYPERLINK(""http://maps.google.com/?q=-26,6062488,-51,0996284"",""-26,6062488,-51,0996284"")";"Ligado"
"321";"28/08/2023 13:00";"=HYPERLINK(""http://maps.google.com/?q=-26,6062606,-51,0996178"",""-26,6062606,-51,0996178"")";"Primeiro Acerto do GPS"
"322";"28/08/2023 13:00";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"GSM Metrics-pt"
"323";"28/08/2023 13:00";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"Prestes a Entrar em Estado de Descanso"
"324";"28/08/2023 13:06";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"Estado Activo"
"325";"28/08/2023 13:06";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"Ligado"
"326";"28/08/2023 13:06";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"Chave Ligada"
"327";"28/08/2023 13:06";"=HYPERLINK(""http://maps.google.com/?q=-26,606268,-51,0996288"",""-26,606268,-51,0996288"")";"Arranque do Motor"
"328";"28/08/2023 13:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6061983,-51,0995273"",""-26,6061983,-51,0995273"")";"Primeiro Acerto do GPS"
"329";"28/08/2023 13:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6061983,-51,0995273"",""-26,6061983,-51,0995273"")";"Em andamento"
"330";"28/08/2023 13:21";"=HYPERLINK(""http://maps.google.com/?q=-26,6045291,-51,1008908"",""-26,6045291,-51,1008908"")";"Em andamento"
"331";"28/08/2023 13:21";"=HYPERLINK(""http://maps.google.com/?q=-26,6042593,-51,1010875"",""-26,6042593,-51,1010875"")";"Routine data transmission-pt"
"332";"28/08/2023 13:23";"=HYPERLINK(""http://maps.google.com/?q=-26,6028378,-51,1035113"",""-26,6028378,-51,1035113"")";"Parado"
"333";"28/08/2023 13:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5996459,-51,0984594"",""-26,5996459,-51,0984594"")";"Entrada de Distância"
"334";"28/08/2023 13:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5996459,-51,0984594"",""-26,5996459,-51,0984594"")";"Em andamento"
"335";"28/08/2023 13:30";"=HYPERLINK(""http://maps.google.com/?q=-26,600018,-51,0980081"",""-26,600018,-51,0980081"")";"Em andamento"
"336";"28/08/2023 13:31";"=HYPERLINK(""http://maps.google.com/?q=-26,5992373,-51,0966668"",""-26,5992373,-51,0966668"")";"Paragem do Motor"
"337";"28/08/2023 13:31";"=HYPERLINK(""http://maps.google.com/?q=-26,5992373,-51,0966668"",""-26,5992373,-51,0966668"")";"Chave Desligada"
"338";"28/08/2023 13:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5992131,-51,0966393"",""-26,5992131,-51,0966393"")";"Chave Ligada"
"339";"28/08/2023 13:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5992131,-51,0966393"",""-26,5992131,-51,0966393"")";"Arranque do Motor"
"340";"28/08/2023 13:33";"=HYPERLINK(""http://maps.google.com/?q=-26,5992134,-51,0966394"",""-26,5992134,-51,0966394"")";"Parado"
"341";"28/08/2023 13:34";"=HYPERLINK(""http://maps.google.com/?q=-26,6002081,-51,0970116"",""-26,6002081,-51,0970116"")";"Em andamento"
"342";"28/08/2023 13:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6046463,-51,0995264"",""-26,6046463,-51,0995264"")";"Parado"
"343";"28/08/2023 13:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6048525,-51,0993636"",""-26,6048525,-51,0993636"")";"Em andamento"
"344";"28/08/2023 13:39";"=HYPERLINK(""http://maps.google.com/?q=-26,6065483,-51,0999558"",""-26,6065483,-51,0999558"")";"Paragem do Motor"
"345";"28/08/2023 13:39";"=HYPERLINK(""http://maps.google.com/?q=-26,6065483,-51,0999558"",""-26,6065483,-51,0999558"")";"Chave Desligada"
"346";"28/08/2023 13:39";"=HYPERLINK(""http://maps.google.com/?q=-26,6065483,-51,0999554"",""-26,6065483,-51,0999554"")";"Parado"
"347";"28/08/2023 13:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6065476,-51,0999443"",""-26,6065476,-51,0999443"")";"Chave Ligada"
"348";"28/08/2023 13:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6065476,-51,0999443"",""-26,6065476,-51,0999443"")";"Arranque do Motor"
"349";"28/08/2023 13:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6064723,-51,0998711"",""-26,6064723,-51,0998711"")";"Em andamento"
"350";"28/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6061585,-51,0993113"",""-26,6061585,-51,0993113"")";"Paragem do Motor"
"351";"28/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6061585,-51,0993113"",""-26,6061585,-51,0993113"")";"Chave Desligada"
"352";"28/08/2023 13:51";"=HYPERLINK(""http://maps.google.com/?q=-26,6061516,-51,0993123"",""-26,6061516,-51,0993123"")";"Arranque do Motor"
"353";"28/08/2023 13:51";"=HYPERLINK(""http://maps.google.com/?q=-26,6061516,-51,0993123"",""-26,6061516,-51,0993123"")";"Chave Ligada"
"354";"28/08/2023 13:51";"=HYPERLINK(""http://maps.google.com/?q=-26,6061583,-51,0994138"",""-26,6061583,-51,0994138"")";"Em andamento"
"355";"28/08/2023 13:52";"=HYPERLINK(""http://maps.google.com/?q=-26,6061571,-51,0993843"",""-26,6061571,-51,0993843"")";"Paragem do Motor"
"356";"28/08/2023 13:52";"=HYPERLINK(""http://maps.google.com/?q=-26,6061571,-51,0993843"",""-26,6061571,-51,0993843"")";"Chave Desligada"
