"#";"Iniciar";"Localização";"Descrição"
"357";"28/08/2023 13:53";"=HYPERLINK(""http://maps.google.com/?q=-26,6061715,-51,0993921"",""-26,6061715,-51,0993921"")";"Chave Ligada"
"358";"28/08/2023 13:53";"=HYPERLINK(""http://maps.google.com/?q=-26,6061715,-51,0993921"",""-26,6061715,-51,0993921"")";"Arranque do Motor"
"359";"28/08/2023 13:53";"=HYPERLINK(""http://maps.google.com/?q=-26,605934,-51,0990401"",""-26,605934,-51,0990401"")";"Em andamento"
"360";"28/08/2023 13:53";"=HYPERLINK(""http://maps.google.com/?q=-26,605666,-51,0986254"",""-26,605666,-51,0986254"")";"Em andamento"
"361";"28/08/2023 13:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6045815,-51,0969584"",""-26,6045815,-51,0969584"")";"Parado"
"362";"28/08/2023 13:57";"=HYPERLINK(""http://maps.google.com/?q=-26,606305,-51,0996484"",""-26,606305,-51,0996484"")";"Chave Desligada"
"363";"28/08/2023 13:57";"=HYPERLINK(""http://maps.google.com/?q=-26,606305,-51,0996484"",""-26,606305,-51,0996484"")";"Em andamento"
"364";"28/08/2023 13:57";"=HYPERLINK(""http://maps.google.com/?q=-26,606305,-51,0996484"",""-26,606305,-51,0996484"")";"Paragem do Motor"
"365";"28/08/2023 14:11";"=HYPERLINK(""http://maps.google.com/?q=-26,6062585,-51,0996368"",""-26,6062585,-51,0996368"")";"Chave Ligada"
"366";"28/08/2023 14:11";"=HYPERLINK(""http://maps.google.com/?q=-26,6062585,-51,0996368"",""-26,6062585,-51,0996368"")";"Arranque do Motor"
"367";"28/08/2023 14:11";"=HYPERLINK(""http://maps.google.com/?q=-26,6062585,-51,0996366"",""-26,6062585,-51,0996366"")";"Paragem do Motor"
"368";"28/08/2023 14:11";"=HYPERLINK(""http://maps.google.com/?q=-26,6062585,-51,0996366"",""-26,6062585,-51,0996366"")";"Chave Desligada"
"369";"28/08/2023 14:26";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"GSM Metrics-pt"
"370";"28/08/2023 14:26";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"Prestes a Entrar em Estado de Descanso"
"371";"28/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"Estado Activo"
"372";"28/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"Ligado"
"373";"28/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"Chave Ligada"
"374";"28/08/2023 14:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6062625,-51,0996383"",""-26,6062625,-51,0996383"")";"Arranque do Motor"
"375";"28/08/2023 14:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6065706,-51,1000376"",""-26,6065706,-51,1000376"")";"Primeiro Acerto do GPS"
"376";"28/08/2023 14:41";"=HYPERLINK(""http://maps.google.com/?q=-26,6065706,-51,1000376"",""-26,6065706,-51,1000376"")";"Em andamento"
"377";"28/08/2023 14:41";"=HYPERLINK(""http://maps.google.com/?q=-26,606589,-51,1000566"",""-26,606589,-51,1000566"")";"Paragem do Motor"
"378";"28/08/2023 14:41";"=HYPERLINK(""http://maps.google.com/?q=-26,606589,-51,1000566"",""-26,606589,-51,1000566"")";"Chave Desligada"
"379";"28/08/2023 14:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6066013,-51,1000398"",""-26,6066013,-51,1000398"")";"Chave Ligada"
"380";"28/08/2023 14:43";"=HYPERLINK(""http://maps.google.com/?q=-26,6066013,-51,1000396"",""-26,6066013,-51,1000396"")";"Arranque do Motor"
"381";"28/08/2023 14:43";"=HYPERLINK(""http://maps.google.com/?q=-26,606529,-51,0999329"",""-26,606529,-51,0999329"")";"Em andamento"
"382";"28/08/2023 14:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6064488,-51,0993566"",""-26,6064488,-51,0993566"")";"Em andamento"
"383";"28/08/2023 14:46";"=HYPERLINK(""http://maps.google.com/?q=-26,6057676,-51,0998868"",""-26,6057676,-51,0998868"")";"Parado"
"384";"28/08/2023 14:47";"=HYPERLINK(""http://maps.google.com/?q=-26,605936,-51,1010563"",""-26,605936,-51,1010563"")";"Em andamento"
"385";"28/08/2023 14:49";"=HYPERLINK(""http://maps.google.com/?q=-26,606747,-51,100402"",""-26,606747,-51,100402"")";"Parado"
"386";"28/08/2023 14:51";"=HYPERLINK(""http://maps.google.com/?q=-26,606803,-51,1003378"",""-26,606803,-51,1003378"")";"Paragem do Motor"
"387";"28/08/2023 14:51";"=HYPERLINK(""http://maps.google.com/?q=-26,606803,-51,1003378"",""-26,606803,-51,1003378"")";"Chave Desligada"
"388";"28/08/2023 14:54";"=HYPERLINK(""http://maps.google.com/?q=-26,606808,-51,100337"",""-26,606808,-51,100337"")";"Chave Ligada"
"389";"28/08/2023 14:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6068078,-51,100337"",""-26,6068078,-51,100337"")";"Arranque do Motor"
"390";"28/08/2023 14:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6068076,-51,1003366"",""-26,6068076,-51,1003366"")";"Paragem do Motor"
"391";"28/08/2023 14:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6068076,-51,1003366"",""-26,6068076,-51,1003366"")";"Chave Desligada"
"392";"28/08/2023 15:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6068071,-51,1003356"",""-26,6068071,-51,1003356"")";"Chave Ligada"
"393";"28/08/2023 15:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6068071,-51,1003356"",""-26,6068071,-51,1003356"")";"Arranque do Motor"
"394";"28/08/2023 15:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6067883,-51,100343"",""-26,6067883,-51,100343"")";"Em andamento"
"395";"28/08/2023 15:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6067466,-51,1003695"",""-26,6067466,-51,1003695"")";"Paragem do Motor"
"396";"28/08/2023 15:03";"=HYPERLINK(""http://maps.google.com/?q=-26,6067466,-51,1003695"",""-26,6067466,-51,1003695"")";"Chave Desligada"
"397";"28/08/2023 15:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6067463,-51,1003691"",""-26,6067463,-51,1003691"")";"Chave Ligada"
"398";"28/08/2023 15:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6067463,-51,1003691"",""-26,6067463,-51,1003691"")";"Arranque do Motor"
"399";"28/08/2023 15:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6067461,-51,1003693"",""-26,6067461,-51,1003693"")";"Paragem do Motor"
"400";"28/08/2023 15:04";"=HYPERLINK(""http://maps.google.com/?q=-26,6067461,-51,1003693"",""-26,6067461,-51,1003693"")";"Chave Desligada"
"401";"28/08/2023 15:19";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"GSM Metrics-pt"
"402";"28/08/2023 15:19";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Prestes a Entrar em Estado de Descanso"
"403";"28/08/2023 15:19";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Relatório Atempado"
"404";"28/08/2023 15:29";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Estado Activo"
"405";"28/08/2023 15:29";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Ligado"
"406";"28/08/2023 15:29";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Chave Ligada"
"407";"28/08/2023 15:29";"=HYPERLINK(""http://maps.google.com/?q=-26,606753,-51,100367"",""-26,606753,-51,100367"")";"Arranque do Motor"
"408";"28/08/2023 15:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6061843,-51,1008266"",""-26,6061843,-51,1008266"")";"Primeiro Acerto do GPS"
"409";"28/08/2023 15:30";"=HYPERLINK(""http://maps.google.com/?q=-26,6061843,-51,1008266"",""-26,6061843,-51,1008266"")";"Em andamento"
"410";"28/08/2023 15:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6067113,-51,1004001"",""-26,6067113,-51,1004001"")";"Chave Desligada"
"411";"28/08/2023 15:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6067113,-51,1004001"",""-26,6067113,-51,1004001"")";"Paragem do Motor"
"412";"28/08/2023 15:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6067155,-51,1003961"",""-26,6067155,-51,1003961"")";"Chave Ligada"
"413";"28/08/2023 15:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6067153,-51,1003961"",""-26,6067153,-51,1003961"")";"Arranque do Motor"
"414";"28/08/2023 15:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6066846,-51,1004055"",""-26,6066846,-51,1004055"")";"Em andamento"
"415";"28/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6067143,-51,1002453"",""-26,6067143,-51,1002453"")";"Paragem do Motor"
"416";"28/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6067143,-51,1002453"",""-26,6067143,-51,1002453"")";"Chave Desligada"
"417";"28/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,606714,-51,1002463"",""-26,606714,-51,1002463"")";"Chave Ligada"
"418";"28/08/2023 15:48";"=HYPERLINK(""http://maps.google.com/?q=-26,606714,-51,1002463"",""-26,606714,-51,1002463"")";"Arranque do Motor"
"419";"28/08/2023 15:49";"=HYPERLINK(""http://maps.google.com/?q=-26,6066973,-51,100252"",""-26,6066973,-51,100252"")";"Em andamento"
"420";"28/08/2023 15:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6067558,-51,1003533"",""-26,6067558,-51,1003533"")";"Chave Desligada"
"421";"28/08/2023 15:55";"=HYPERLINK(""http://maps.google.com/?q=-26,6067558,-51,1003533"",""-26,6067558,-51,1003533"")";"Paragem do Motor"
"422";"28/08/2023 15:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6067646,-51,1003586"",""-26,6067646,-51,1003586"")";"Chave Ligada"
"423";"28/08/2023 15:56";"=HYPERLINK(""http://maps.google.com/?q=-26,6067646,-51,1003586"",""-26,6067646,-51,1003586"")";"Arranque do Motor"
"424";"28/08/2023 16:01";"=HYPERLINK(""http://maps.google.com/?q=-26,6042126,-51,0985451"",""-26,6042126,-51,0985451"")";"Em andamento"
"425";"28/08/2023 16:02";"=HYPERLINK(""http://maps.google.com/?q=-26,6027588,-51,0996574"",""-26,6027588,-51,0996574"")";"Em andamento"
"426";"28/08/2023 16:04";"=HYPERLINK(""http://maps.google.com/?q=-26,600575,-51,0976266"",""-26,600575,-51,0976266"")";"Parado"
"427";"28/08/2023 16:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6003303,-51,0980708"",""-26,6003303,-51,0980708"")";"Chave Desligada"
"428";"28/08/2023 16:05";"=HYPERLINK(""http://maps.google.com/?q=-26,6003303,-51,0980708"",""-26,6003303,-51,0980708"")";"Paragem do Motor"
"429";"28/08/2023 16:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0980483"",""-26,6003461,-51,0980483"")";"GSM Metrics-pt"
"430";"28/08/2023 16:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0980483"",""-26,6003461,-51,0980483"")";"Prestes a Entrar em Estado de Descanso"
"431";"28/08/2023 16:20";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0980483"",""-26,6003461,-51,0980483"")";"Relatório Atempado"
"432";"28/08/2023 21:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0980483"",""-26,6003461,-51,0980483"")";"Estado Activo"
"433";"28/08/2023 21:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003461,-51,0980483"",""-26,6003461,-51,0980483"")";"Ligado"
"434";"28/08/2023 21:49";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982261"",""-26,600346,-51,0982261"")";"Primeiro Acerto do GPS"
"435";"28/08/2023 21:50";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"GSM Metrics-pt"
"436";"28/08/2023 21:50";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"Prestes a Entrar em Estado de Descanso"
"437";"29/08/2023 07:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"Estado Activo"
"438";"29/08/2023 07:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"Ligado"
"439";"29/08/2023 07:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"Chave Ligada"
"440";"29/08/2023 07:52";"=HYPERLINK(""http://maps.google.com/?q=-26,600346,-51,0982221"",""-26,600346,-51,0982221"")";"Arranque do Motor"
"441";"29/08/2023 07:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6004485,-51,0981253"",""-26,6004485,-51,0981253"")";"Em andamento"
"442";"29/08/2023 07:54";"=HYPERLINK(""http://maps.google.com/?q=-26,6004485,-51,0981253"",""-26,6004485,-51,0981253"")";"Primeiro Acerto do GPS"
"443";"29/08/2023 08:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6061088,-51,0995819"",""-26,6061088,-51,0995819"")";"Chave Desligada"
"444";"29/08/2023 08:07";"=HYPERLINK(""http://maps.google.com/?q=-26,6061088,-51,0995819"",""-26,6061088,-51,0995819"")";"Paragem do Motor"
"445";"29/08/2023 08:17";"=HYPERLINK(""http://maps.google.com/?q=-26,6061066,-51,0995843"",""-26,6061066,-51,0995843"")";"Chave Ligada"
"446";"29/08/2023 08:17";"=HYPERLINK(""http://maps.google.com/?q=-26,6061066,-51,0995843"",""-26,6061066,-51,0995843"")";"Arranque do Motor"
"447";"29/08/2023 08:17";"=HYPERLINK(""http://maps.google.com/?q=-26,606109,-51,0995883"",""-26,606109,-51,0995883"")";"Em andamento"
"448";"29/08/2023 08:22";"=HYPERLINK(""http://maps.google.com/?q=-26,6066065,-51,1000541"",""-26,6066065,-51,1000541"")";"Parado"
"449";"29/08/2023 08:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6066065,-51,1000541"",""-26,6066065,-51,1000541"")";"Paragem do Motor"
"450";"29/08/2023 08:29";"=HYPERLINK(""http://maps.google.com/?q=-26,6066065,-51,1000541"",""-26,6066065,-51,1000541"")";"Chave Desligada"
"451";"29/08/2023 08:33";"=HYPERLINK(""http://maps.google.com/?q=-26,6066051,-51,1000658"",""-26,6066051,-51,1000658"")";"Chave Ligada"
"452";"29/08/2023 08:33";"=HYPERLINK(""http://maps.google.com/?q=-26,6066051,-51,1000658"",""-26,6066051,-51,1000658"")";"Arranque do Motor"
"453";"29/08/2023 08:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6064486,-51,0998754"",""-26,6064486,-51,0998754"")";"Chave Desligada"
"454";"29/08/2023 08:37";"=HYPERLINK(""http://maps.google.com/?q=-26,6064486,-51,0998754"",""-26,6064486,-51,0998754"")";"Paragem do Motor"
"455";"29/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6064465,-51,0998759"",""-26,6064465,-51,0998759"")";"Chave Ligada"
"456";"29/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6064423,-51,0998748"",""-26,6064423,-51,0998748"")";"Arranque do Motor"
"457";"29/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6064363,-51,0998431"",""-26,6064363,-51,0998431"")";"Chave Desligada"
"458";"29/08/2023 08:38";"=HYPERLINK(""http://maps.google.com/?q=-26,6064363,-51,0998431"",""-26,6064363,-51,0998431"")";"Paragem do Motor"
"459";"29/08/2023 08:39";"=HYPERLINK(""http://maps.google.com/?q=-26,6064243,-51,0998503"",""-26,6064243,-51,0998503"")";"Chave Ligada"
"460";"29/08/2023 08:39";"=HYPERLINK(""http://maps.google.com/?q=-26,6064243,-51,0998503"",""-26,6064243,-51,0998503"")";"Arranque do Motor"
"461";"29/08/2023 08:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6063263,-51,0996516"",""-26,6063263,-51,0996516"")";"Paragem do Motor"
"462";"29/08/2023 08:40";"=HYPERLINK(""http://maps.google.com/?q=-26,6063263,-51,0996516"",""-26,6063263,-51,0996516"")";"Chave Desligada"
"463";"29/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,606329,-51,0996523"",""-26,606329,-51,0996523"")";"Chave Ligada"
"464";"29/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,606329,-51,0996523"",""-26,606329,-51,0996523"")";"Arranque do Motor"
"465";"29/08/2023 08:44";"=HYPERLINK(""http://maps.google.com/?q=-26,6062476,-51,0995488"",""-26,6062476,-51,0995488"")";"Em andamento"
"466";"29/08/2023 08:45";"=HYPERLINK(""http://maps.google.com/?q=-26,6058051,-51,0988108"",""-26,6058051,-51,0988108"")";"Em andamento"
"467";"29/08/2023 08:50";"=HYPERLINK(""http://maps.google.com/?q=-26,6001481,-51,0979229"",""-26,6001481,-51,0979229"")";"Parado"
"468";"29/08/2023 08:51";"=HYPERLINK(""http://maps.google.com/?q=-26,5995894,-51,0983478"",""-26,5995894,-51,0983478"")";"Chave Desligada"
"469";"29/08/2023 08:51";"=HYPERLINK(""http://maps.google.com/?q=-26,5995894,-51,0983478"",""-26,5995894,-51,0983478"")";"Paragem do Motor"
"470";"29/08/2023 08:57";"=HYPERLINK(""http://maps.google.com/?q=-26,5995821,-51,0983458"",""-26,5995821,-51,0983458"")";"Chave Ligada"
"471";"29/08/2023 08:57";"=HYPERLINK(""http://maps.google.com/?q=-26,5995821,-51,0983458"",""-26,5995821,-51,0983458"")";"Arranque do Motor"
"472";"29/08/2023 08:58";"=HYPERLINK(""http://maps.google.com/?q=-26,5995826,-51,0983456"",""-26,5995826,-51,0983456"")";"Chave Desligada"
"473";"29/08/2023 08:58";"=HYPERLINK(""http://maps.google.com/?q=-26,5995826,-51,0983456"",""-26,5995826,-51,0983456"")";"Paragem do Motor"
"474";"29/08/2023 09:01";"=HYPERLINK(""http://maps.google.com/?q=-26,5995854,-51,0983076"",""-26,5995854,-51,0983076"")";"Chave Ligada"
"475";"29/08/2023 09:01";"=HYPERLINK(""http://maps.google.com/?q=-26,5995854,-51,0983076"",""-26,5995854,-51,0983076"")";"Arranque do Motor"
"476";"29/08/2023 09:01";"=HYPERLINK(""http://maps.google.com/?q=-26,5996264,-51,0982949"",""-26,5996264,-51,0982949"")";"Paragem do Motor"
"477";"29/08/2023 09:01";"=HYPERLINK(""http://maps.google.com/?q=-26,5996264,-51,0982949"",""-26,5996264,-51,0982949"")";"Chave Desligada"
"478";"29/08/2023 09:05";"=HYPERLINK(""http://maps.google.com/?q=-26,5996436,-51,0982979"",""-26,5996436,-51,0982979"")";"Chave Ligada"
"479";"29/08/2023 09:05";"=HYPERLINK(""http://maps.google.com/?q=-26,5996436,-51,0982979"",""-26,5996436,-51,0982979"")";"Arranque do Motor"
"480";"29/08/2023 09:06";"=HYPERLINK(""http://maps.google.com/?q=-26,5996624,-51,0982721"",""-26,5996624,-51,0982721"")";"Chave Desligada"
"481";"29/08/2023 09:06";"=HYPERLINK(""http://maps.google.com/?q=-26,5996624,-51,0982721"",""-26,5996624,-51,0982721"")";"Paragem do Motor"
"482";"29/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,5996653,-51,0982656"",""-26,5996653,-51,0982656"")";"Chave Ligada"
"483";"29/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,5996653,-51,0982656"",""-26,5996653,-51,0982656"")";"Arranque do Motor"
"484";"29/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,5996774,-51,0982641"",""-26,5996774,-51,0982641"")";"Chave Desligada"
"485";"29/08/2023 09:08";"=HYPERLINK(""http://maps.google.com/?q=-26,5996774,-51,0982641"",""-26,5996774,-51,0982641"")";"Paragem do Motor"
"486";"29/08/2023 09:11";"=HYPERLINK(""http://maps.google.com/?q=-26,5996761,-51,0982359"",""-26,5996761,-51,0982359"")";"Chave Ligada"
"487";"29/08/2023 09:11";"=HYPERLINK(""http://maps.google.com/?q=-26,5996761,-51,0982359"",""-26,5996761,-51,0982359"")";"Arranque do Motor"
"488";"29/08/2023 09:11";"=HYPERLINK(""http://maps.google.com/?q=-26,5997194,-51,0982071"",""-26,5997194,-51,0982071"")";"Paragem do Motor"
"489";"29/08/2023 09:11";"=HYPERLINK(""http://maps.google.com/?q=-26,5997194,-51,0982071"",""-26,5997194,-51,0982071"")";"Chave Desligada"
"490";"29/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,5997319,-51,0982103"",""-26,5997319,-51,0982103"")";"Chave Ligada"
"491";"29/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,5997319,-51,0982103"",""-26,5997319,-51,0982103"")";"Arranque do Motor"
"492";"29/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,5997629,-51,0982034"",""-26,5997629,-51,0982034"")";"Chave Desligada"
"493";"29/08/2023 09:13";"=HYPERLINK(""http://maps.google.com/?q=-26,5997629,-51,0982034"",""-26,5997629,-51,0982034"")";"Paragem do Motor"
"494";"29/08/2023 09:16";"=HYPERLINK(""http://maps.google.com/?q=-26,5997549,-51,0982063"",""-26,5997549,-51,0982063"")";"Chave Ligada"
"495";"29/08/2023 09:16";"=HYPERLINK(""http://maps.google.com/?q=-26,5997549,-51,0982063"",""-26,5997549,-51,0982063"")";"Arranque do Motor"
"496";"29/08/2023 09:17";"=HYPERLINK(""http://maps.google.com/?q=-26,5998111,-51,0981829"",""-26,5998111,-51,0981829"")";"Chave Desligada"
"497";"29/08/2023 09:17";"=HYPERLINK(""http://maps.google.com/?q=-26,5998111,-51,0981829"",""-26,5998111,-51,0981829"")";"Paragem do Motor"
"498";"29/08/2023 09:21";"=HYPERLINK(""http://maps.google.com/?q=-26,5998116,-51,0981804"",""-26,5998116,-51,0981804"")";"Chave Ligada"
"499";"29/08/2023 09:21";"=HYPERLINK(""http://maps.google.com/?q=-26,5998116,-51,0981806"",""-26,5998116,-51,0981806"")";"Arranque do Motor"
"500";"29/08/2023 09:22";"=HYPERLINK(""http://maps.google.com/?q=-26,5998646,-51,0981313"",""-26,5998646,-51,0981313"")";"Paragem do Motor"
"501";"29/08/2023 09:22";"=HYPERLINK(""http://maps.google.com/?q=-26,5998646,-51,0981313"",""-26,5998646,-51,0981313"")";"Chave Desligada"
"502";"29/08/2023 09:24";"=HYPERLINK(""http://maps.google.com/?q=-26,5998649,-51,0981328"",""-26,5998649,-51,0981328"")";"Chave Ligada"
"503";"29/08/2023 09:25";"=HYPERLINK(""http://maps.google.com/?q=-26,5998649,-51,0981329"",""-26,5998649,-51,0981329"")";"Arranque do Motor"
"504";"29/08/2023 09:25";"=HYPERLINK(""http://maps.google.com/?q=-26,5998646,-51,0981331"",""-26,5998646,-51,0981331"")";"Paragem do Motor"
"505";"29/08/2023 09:25";"=HYPERLINK(""http://maps.google.com/?q=-26,5998646,-51,0981331"",""-26,5998646,-51,0981331"")";"Chave Desligada"
"506";"29/08/2023 09:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5998686,-51,0981331"",""-26,5998686,-51,0981331"")";"Chave Ligada"
"507";"29/08/2023 09:27";"=HYPERLINK(""http://maps.google.com/?q=-26,5998686,-51,0981331"",""-26,5998686,-51,0981331"")";"Arranque do Motor"
"508";"29/08/2023 09:31";"=HYPERLINK(""http://maps.google.com/?q=-26,5999191,-51,0981109"",""-26,5999191,-51,0981109"")";"Chave Desligada"
"509";"29/08/2023 09:31";"=HYPERLINK(""http://maps.google.com/?q=-26,5999191,-51,0981109"",""-26,5999191,-51,0981109"")";"Paragem do Motor"
"510";"29/08/2023 09:46";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"Prestes a Entrar em Estado de Descanso"
"511";"29/08/2023 09:46";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"GSM Metrics-pt"
"512";"29/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"Estado Activo"
"513";"29/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"Chave Ligada"
"514";"29/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"Ligado"
"515";"29/08/2023 10:37";"=HYPERLINK(""http://maps.google.com/?q=-26,5999098,-51,0981073"",""-26,5999098,-51,0981073"")";"Arranque do Motor"
"516";"29/08/2023 10:39";"=HYPERLINK(""http://maps.google.com/?q=-26,5995396,-51,0983179"",""-26,5995396,-51,0983179"")";"Primeiro Acerto do GPS"
"517";"29/08/2023 10:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003375,-51,0981704"",""-26,6003375,-51,0981704"")";"GSM Diagnostics-pt"
"518";"29/08/2023 10:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6003375,-51,0981704"",""-26,6003375,-51,0981704"")";"Em andamento"
"519";"29/08/2023 10:49";"=HYPERLINK(""http://maps.google.com/?q=-26,6003236,-51,0981413"",""-26,6003236,-51,0981413"")";"Paragem do Motor"
"520";"29/08/2023 10:49";"=HYPERLINK(""http://maps.google.com/?q=-26,6003236,-51,0981413"",""-26,6003236,-51,0981413"")";"Chave Desligada"
"521";"29/08/2023 10:50";"=HYPERLINK(""http://maps.google.com/?q=-26,600328,-51,0981396"",""-26,600328,-51,0981396"")";"GSM Diagnostics-pt"
"522";"29/08/2023 11:01";"=HYPERLINK(""http://maps.google.com/?q=-26,60033,-51,0981276"",""-26,60033,-51,0981276"")";"GSM Diagnostics-pt"
"523";"29/08/2023 11:14";"=HYPERLINK(""http://maps.google.com/?q=-26,6003305,-51,0981303"",""-26,6003305,-51,0981303"")";"GSM Diagnostics-pt"
"524";"29/08/2023 11:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"Prestes a Entrar em Estado de Descanso"
"525";"29/08/2023 11:25";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"GSM Metrics-pt"
"526";"29/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"Estado Activo"
"527";"29/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"Chave Ligada"
"528";"29/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"Ligado"
"529";"29/08/2023 13:47";"=HYPERLINK(""http://maps.google.com/?q=-26,6003298,-51,0981329"",""-26,6003298,-51,0981329"")";"Arranque do Motor"
"530";"29/08/2023 13:48";"=HYPERLINK(""http://maps.google.com/?q=-26,6002518,-51,0979751"",""-26,6002518,-51,0979751"")";"Primeiro Acerto do GPS"
